 1. 1.1996 - 14. 1.1996
15. 1.2000 - 31. 1.2000
 1. 2.1998 - 12. 2.1998
13. 2.2002 - 22. 2.2002
23. 2.1999 -  4. 3.1999
 5. 3.2001 - 26. 3.2001
27. 3.2002 -  5. 4.2002
 6. 4.1998 - 27. 4.1998
28. 4.1999 -  7. 5.1999
 8. 5.1997 - 23. 5.1997
24. 5.2007 -  2. 6.2007
 3. 6.1998 - 21. 6.1998
22. 6.2002 -  1. 7.2002
 2. 7.2001 - 27. 7.2001
28. 7.2005 -  6. 8.2005
 6. 8.2004 - 25. 8.2004
27. 8.1999 -  5. 9.1999
 6. 9.1995 - 29. 9.1995
30. 9.1997 -  9.10.1997
 9.10.2004 - 21.10.2004
23.10.1998 -  1.11.1998
 2.11.1997 - 15.11.1997
15.11.2004 - 29.11.2004
 1.12.1998 - 31.12.1998
