 1. 1.1993 - 30. 1.1993
31. 1.1998 - 19. 2.1998
20. 2.2003 -  1. 3.2003
 2. 3.1999 - 14. 3.1999
14. 3.2004 - 31. 3.2004
 1. 4.2000 - 27. 4.2000
29. 4.2003 -  8. 5.2003
 8. 5.2000 - 27. 5.2000
29. 5.1999 -  7. 6.1999
 8. 6.2006 - 21. 6.2006
22. 6.1994 - 12. 7.1994
13. 7.2003 - 22. 7.2003
23. 7.2001 -  1. 8.2001
 2. 8.1994 - 11. 8.1994
12. 8.2001 - 31. 8.2001
 1. 9.2005 - 29. 9.2005
30. 9.2006 -  9.10.2006
10.10.1995 - 25.10.1995
26.10.1994 -  4.11.1994
 4.11.1996 - 16.11.1996
17.11.2000 - 28.11.2000
30.11.2006 -  9.12.2006
10.12.1998 - 25.12.1998
26.12.2006 - 31.12.2006
