 1. 1.1999 - 13. 1.1999
14. 1.2007 - 31. 1.2007
 1. 2.2000 - 21. 2.2000
22. 2.2007 -  3. 3.2007
 4. 3.1993 - 24. 3.1993
25. 3.1994 -  3. 4.1994
 3. 4.2004 - 22. 4.2004
24. 4.2003 -  3. 5.2003
 4. 5.2007 - 24. 5.2007
25. 5.1998 -  3. 6.1998
 3. 6.1996 - 18. 6.1996
20. 6.1994 - 30. 6.1994
30. 6.2004 -  9. 7.2004
11. 7.2006 - 31. 7.2006
 1. 8.1994 - 13. 8.1994
14. 8.1995 - 27. 8.1995
28. 8.1997 -  6. 9.1997
 7. 9.2005 - 18. 9.2005
19. 9.2003 - 29. 9.2003
30. 9.1997 -  9.10.1997
10.10.2005 - 23.10.2005
23.10.1996 -  1.11.1996
 3.11.2005 - 21.11.2005
22.11.2002 -  1.12.2002
 2.12.1994 - 31.12.1994
