 1. 1.1999 - 13. 1.1999
14. 1.2007 - 27. 1.2007
28. 1.1995 -  6. 2.1995
 7. 2.2001 - 24. 2.2001
25. 2.2000 -  5. 3.2000
 7. 3.1993 - 18. 3.1993
18. 3.2004 - 29. 3.2004
31. 3.2005 -  9. 4.2005
 9. 4.1996 - 19. 4.1996
20. 4.2004 - 29. 4.2004
 1. 5.1998 - 24. 5.1998
25. 5.2001 -  3. 6.2001
 4. 6.1997 - 17. 6.1997
18. 6.1994 - 27. 6.1994
28. 6.1999 -  7. 7.1999
 8. 7.2005 - 22. 7.2005
23. 7.2003 -  1. 8.2003
 2. 8.2001 - 26. 8.2001
27. 8.2005 -  5. 9.2005
 6. 9.2002 - 23. 9.2002
23. 9.2000 -  2.10.2000
 4.10.1993 - 17.10.1993
18.10.1995 - 30.10.1995
30.10.1996 - 26.11.1996
28.11.2001 -  7.12.2001
 8.12.1994 - 29.12.1994
30.12.1997 - 31.12.1997
