 1. 1.2002 - 27. 1.2002
28. 1.1995 -  6. 2.1995
 7. 2.2005 - 17. 2.2005
18. 2.2007 - 27. 2.2007
28. 2.1994 -  9. 3.1994
10. 3.2003 - 22. 3.2003
22. 3.2004 - 31. 3.2004
 2. 4.2002 - 14. 4.2002
15. 4.1994 - 24. 4.1994
24. 4.2004 -  3. 5.2004
 5. 5.1997 - 22. 5.1997
23. 5.1998 -  1. 6.1998
 1. 6.2000 - 17. 6.2000
19. 6.1999 - 30. 6.1999
 1. 7.2007 - 19. 7.2007
20. 7.1999 - 31. 7.1999
31. 7.2000 -  9. 8.2000
10. 8.1996 - 22. 8.1996
24. 8.1999 -  2. 9.1999
 3. 9.1997 - 30. 9.1997
30. 9.2004 -  9.10.2004
11.10.2007 - 25.10.2007
26.10.2002 -  4.11.2002
 4.11.1996 - 23.11.1996
25.11.2001 -  4.12.2001
 5.12.2007 - 22.12.2007
23.12.2005 - 31.12.2005
