 1. 1.2005 - 30. 1.2005
31. 1.1994 -  9. 2.1994
10. 2.2006 - 24. 2.2006
25. 2.1999 -  6. 3.1999
 7. 3.2005 - 26. 3.2005
27. 3.2002 -  5. 4.2002
 6. 4.1995 - 30. 4.1995
 1. 5.2002 - 26. 5.2002
27. 5.1995 -  5. 6.1995
 5. 6.2004 - 17. 6.2004
19. 6.2001 - 29. 6.2001
29. 6.2000 -  8. 7.2000
10. 7.2001 - 28. 7.2001
29. 7.1999 -  7. 8.1999
 8. 8.1993 - 25. 8.1993
26. 8.2007 -  4. 9.2007
 4. 9.2000 - 27. 9.2000
28. 9.2004 -  7.10.2004
 9.10.1999 - 25.10.1999
26.10.1994 -  4.11.1994
 4.11.1996 - 29.11.1996
 1.12.2007 - 21.12.2007
21.12.2000 - 30.12.2000
