 1. 1.2005 - 26. 1.2005
27. 1.2000 -  5. 2.2000
 6. 2.2002 - 25. 2.2002
26. 2.1994 -  7. 3.1994
 7. 3.2004 - 21. 3.2004
23. 3.2005 -  1. 4.2005
 2. 4.1999 - 19. 4.1999
19. 4.2004 - 30. 4.2004
 2. 5.2001 - 16. 5.2001
17. 5.2002 - 26. 5.2002
27. 5.1999 -  5. 6.1999
 6. 6.2006 - 30. 6.2006
30. 6.1996 -  9. 7.1996
11. 7.1994 - 31. 7.1994
 1. 8.1997 - 12. 8.1997
12. 8.1996 - 21. 8.1996
23. 8.2001 -  1. 9.2001
 1. 9.2004 - 10. 9.2004
12. 9.2003 - 24. 9.2003
24. 9.2000 -  3.10.2000
 5.10.2005 - 25.10.2005
26.10.1995 -  4.11.1995
 5.11.2005 - 18.11.2005
19.11.2001 - 28.11.2001
28.11.2004 -  7.12.2004
 9.12.1994 - 20.12.1994
21.12.1998 - 30.12.1998
31.12.1994 - 31.12.1994
