 1. 1.1999 - 12. 1.1999
13. 1.2007 - 29. 1.2007
30. 1.1994 -  8. 2.1994
 9. 2.1997 - 24. 2.1997
25. 2.2002 -  6. 3.2002
 7. 3.2001 - 18. 3.2001
19. 3.1998 - 30. 3.1998
31. 3.1993 -  9. 4.1993
10. 4.1994 - 28. 4.1994
28. 4.2004 -  7. 5.2004
 9. 5.1997 - 24. 5.1997
25. 5.2007 -  3. 6.2007
 4. 6.1997 - 22. 6.1997
23. 6.2006 -  2. 7.2006
 3. 7.2001 - 18. 7.2001
19. 7.1995 - 28. 7.1995
29. 7.1999 -  7. 8.1999
 7. 8.2004 - 31. 8.2004
 2. 9.2005 - 25. 9.2005
26. 9.1998 -  5.10.1998
 6.10.2006 - 23.10.2006
23.10.1996 -  1.11.1996
 3.11.2003 - 21.11.2003
22.11.2007 -  1.12.2007
 2.12.1994 - 28.12.1994
29.12.2002 - 31.12.2002
