 1. 1.1999 - 12. 1.1999
13. 1.2007 - 27. 1.2007
28. 1.1995 -  6. 2.1995
 7. 2.2001 - 17. 2.2001
18. 2.1995 - 28. 2.1995
 1. 3.1998 -  9. 4.1998
 9. 4.2000 - 24. 4.2000
26. 4.2005 -  5. 5.2005
 6. 5.2001 - 25. 5.2001
26. 5.1999 -  4. 6.1999
 5. 6.1993 - 16. 6.1993
17. 6.1998 - 29. 6.1998
30. 6.1995 -  9. 7.1995
10. 7.1999 - 22. 7.1999
23. 7.1995 - 31. 8.1995
 1. 9.2002 - 29. 9.2002
30. 9.1997 -  9.10.1997
 9.10.2000 - 22.10.2000
23.10.1996 -  1.11.1996
 3.11.2003 - 22.11.2003
23.11.2007 - 19.12.2007
20.12.2005 - 29.12.2005
30.12.1997 - 31.12.1997
