 1. 1.1998 - 30. 1.1998
31. 1.2007 -  9. 2.2007
10. 2.1997 - 23. 2.1997
24. 2.2000 -  4. 3.2000
 6. 3.2002 - 31. 3.2002
 1. 4.2001 - 17. 4.2001
18. 4.2006 - 28. 4.2006
29. 4.1999 -  8. 5.1999
 9. 5.1997 - 23. 5.1997
24. 5.2007 -  2. 6.2007
 3. 6.1998 - 13. 6.1998
14. 6.2007 - 27. 6.2007
28. 6.1997 -  7. 7.1997
 8. 7.2006 - 30. 7.2006
31. 7.1994 -  9. 8.1994
10. 8.1998 - 21. 8.1998
22. 8.2001 - 31. 8.2001
 1. 9.2005 - 18. 9.2005
19. 9.2003 - 30. 9.2003
30. 9.2000 -  9.10.2000
11.10.2005 - 28.10.2005
29.10.1995 -  7.11.1995
 8.11.2006 - 24.11.2006
25.11.1997 -  4.12.1997
 4.12.2000 - 21.12.2000
23.12.2002 - 31.12.2002
