 1. 1.2001 - 14. 1.2001
15. 1.1998 - 26. 1.1998
27. 1.1997 -  5. 2.1997
 6. 2.2004 - 22. 2.2004
23. 2.1999 -  4. 3.1999
 5. 3.1993 - 30. 3.1993
31. 3.2005 -  9. 4.2005
10. 4.1994 - 24. 4.1994
25. 4.1999 -  4. 5.1999
 5. 5.1997 - 14. 5.1997
15. 5.2003 - 28. 5.2003
29. 5.1993 -  7. 6.1993
 8. 6.2005 - 19. 6.2005
20. 6.2001 - 29. 6.2001
30. 6.2002 -  9. 7.2002
10. 7.2001 - 28. 7.2001
28. 7.2004 -  6. 8.2004
 8. 8.1994 - 17. 8.1994
17. 8.1996 - 31. 8.1996
 1. 9.2000 - 22. 9.2000
24. 9.2007 -  3.10.2007
 4.10.1998 -  2.11.1998
 3.11.1997 - 21.11.1997
22.11.1999 -  1.12.1999
 2.12.2007 - 31.12.2007
