 1. 1.1999 - 22. 1.1999
23. 1.1995 -  1. 2.1995
 2. 2.2004 - 21. 2.2004
22. 2.2000 -  2. 3.2000
 4. 3.1998 - 30. 3.1998
31. 3.2003 -  9. 4.2003
10. 4.2007 - 24. 4.2007
25. 4.1998 -  4. 5.1998
 5. 5.1993 - 14. 5.1993
14. 5.2000 - 23. 5.2000
25. 5.2003 -  3. 6.2003
 4. 6.1997 - 21. 6.1997
22. 6.1994 - 23. 7.1994
24. 7.1995 -  2. 8.1995
 3. 8.2003 - 23. 8.2003
24. 8.2001 -  2. 9.2001
 3. 9.2005 - 13. 9.2005
14. 9.2003 - 23. 9.2003
23. 9.2000 -  2.10.2000
 4.10.1997 - 14.10.1997
15.10.2005 - 29.10.2005
30.10.2007 -  8.11.2007
 9.11.1994 - 18.11.1994
19.11.1999 - 30.11.1999
 1.12.1994 - 31.12.1994
