 1. 1.2001 - 27. 1.2001
28. 1.2003 -  6. 2.2003
 7. 2.2001 - 27. 2.2001
28. 2.1998 -  9. 3.1998
10. 3.2001 - 30. 3.2001
31. 3.1995 -  9. 4.1995
10. 4.2006 - 30. 4.2006
 1. 5.1998 - 26. 5.1998
27. 5.2007 -  5. 6.2007
 6. 6.2005 - 26. 6.2005
27. 6.2006 -  6. 7.2006
 6. 7.2004 - 31. 7.2004
 2. 8.1998 - 23. 8.1998
24. 8.2003 -  2. 9.2003
 2. 9.2000 - 14. 9.2000
16. 9.2007 - 26. 9.2007
26. 9.1996 -  5.10.1996
 6.10.2004 - 24.10.2004
26.10.2002 -  4.11.2002
 5.11.2005 - 23.11.2005
23.11.2004 -  2.12.2004
 4.12.2007 - 31.12.2007
