 1. 1.1993 - 21. 1.1993
22. 1.2003 - 31. 1.2003
 1. 2.1997 - 26. 2.1997
27. 2.1995 -  8. 3.1995
 9. 3.2005 - 31. 3.2005
 1. 4.1995 - 26. 4.1995
27. 4.1994 -  6. 5.1994
 6. 5.2000 - 16. 5.2000
18. 5.2007 - 29. 5.2007
30. 5.2003 -  8. 6.2003
 9. 6.2005 - 18. 6.2005
19. 6.2002 - 30. 6.2002
30. 6.2004 -  9. 7.2004
11. 7.2006 - 28. 7.2006
29. 7.1994 -  7. 8.1994
 8. 8.1998 - 24. 8.1998
25. 8.2003 -  3. 9.2003
 4. 9.2006 - 15. 9.2006
16. 9.1993 - 27. 9.1993
27. 9.1996 -  6.10.1996
 8.10.1995 - 30.10.1995
31.10.2002 - 20.11.2002
21.11.2003 - 30.11.2003
 1.12.2007 - 20.12.2007
21.12.1994 - 31.12.1994
