 1. 1.1998 - 30. 1.1998
31. 1.1994 -  9. 2.1994
10. 2.1995 - 25. 2.1995
26. 2.2003 - 30. 3.2003
31. 3.2001 -  9. 4.2001
10. 4.1994 - 30. 4.1994
 1. 5.1997 - 23. 5.1997
24. 5.2007 -  2. 6.2007
 3. 6.2006 - 29. 6.2006
30. 6.1995 -  9. 7.1995
10. 7.2006 - 20. 7.2006
21. 7.2001 - 31. 7.2001
 1. 8.1994 - 13. 8.1994
13. 8.2000 - 24. 8.2000
26. 8.2001 -  4. 9.2001
 5. 9.2005 - 17. 9.2005
18. 9.2003 - 27. 9.2003
28. 9.2006 -  7.10.2006
 8.10.1995 - 25.10.1995
26.10.1994 -  4.11.1994
 4.11.1996 - 19.11.1996
21.11.2001 - 30.11.2001
 1.12.1994 - 30.12.1994
31.12.1993 - 31.12.1993
