 1. 1.1998 - 22. 2.1998
23. 2.2000 -  3. 3.2000
 5. 3.2001 - 14. 3.2001
14. 3.2004 - 29. 3.2004
30. 3.2000 -  8. 4.2000
10. 4.1994 - 29. 4.1994
30. 4.1999 -  9. 5.1999
10. 5.2007 - 30. 5.2007
31. 5.1998 -  9. 6.1998
10. 6.1994 - 28. 6.1994
29. 6.2001 -  8. 7.2001
 9. 7.2007 - 23. 7.2007
24. 7.2002 -  2. 8.2002
 3. 8.1994 - 14. 8.1994
15. 8.1995 - 28. 8.1995
29. 8.1999 -  7. 9.1999
 8. 9.2005 - 25. 9.2005
26. 9.1998 -  5.10.1998
 6.10.2006 - 27.10.2006
28.10.2002 -  6.11.2002
 7.11.2003 - 25.11.2003
25.11.2004 -  4.12.2004
 6.12.1994 - 23.12.1994
24.12.2006 - 31.12.2006
