 1. 1.1998 - 27. 1.1998
28. 1.2000 -  6. 2.2000
 7. 2.2001 - 25. 2.2001
26. 2.2000 -  6. 3.2000
 8. 3.2003 - 28. 3.2003
28. 3.2004 - 30. 4.2004
 2. 5.2001 - 12. 5.2001
12. 5.2000 - 21. 5.2000
23. 5.2003 -  1. 6.2003
 2. 6.2006 - 20. 6.2006
21. 6.1995 - 23. 7.1995
24. 7.2006 -  2. 8.2006
 3. 8.2003 - 21. 8.2003
22. 8.1997 - 31. 8.1997
 1. 9.2005 - 18. 9.2005
19. 9.2003 - 28. 9.2003
28. 9.2000 -  7.10.2000
 9.10.1995 - 25.10.1995
25.10.1996 - 15.11.1996
16.11.2000 - 27.11.2000
28.11.2004 -  7.12.2004
 8.12.2000 - 19.12.2000
21.12.1998 - 30.12.1998
31.12.1993 - 31.12.1993
