 1. 1.1993 - 21. 1.1993
22. 1.2003 - 31. 1.2003
 1. 2.1997 - 25. 2.1997
26. 2.1995 -  7. 3.1995
 7. 3.2000 - 16. 3.2000
17. 3.2004 - 26. 3.2004
28. 3.2001 -  6. 4.2001
 7. 4.1995 - 30. 4.1995
30. 4.1996 -  9. 5.1996
11. 5.2007 - 29. 5.2007
30. 5.1993 -  8. 6.1993
 8. 6.1996 - 24. 6.1996
26. 6.1995 -  5. 7.1995
 6. 7.2007 - 25. 7.2007
26. 7.1995 -  4. 8.1995
 5. 8.1994 - 16. 8.1994
17. 8.1997 - 30. 8.1997
31. 8.1999 -  9. 9.1999
10. 9.2005 - 20. 9.2005
21. 9.1994 - 30. 9.1994
 1.10.1997 - 12.10.1997
13.10.1995 - 24.10.1995
25.10.1998 -  3.11.1998
 4.11.2006 - 15.11.2006
15.11.2000 - 24.11.2000
26.11.1997 -  5.12.1997
 5.12.2000 - 25.12.2000
27.12.2006 - 31.12.2006
