 1. 1.1993 - 22. 1.1993
23. 1.2001 -  1. 2.2001
 2. 2.1998 - 28. 2.1998
29. 2.2000 -  9. 3.2000
11. 3.2002 - 30. 3.2002
31. 3.2003 -  9. 4.2003
10. 4.1993 - 30. 4.1993
 1. 5.1998 - 12. 5.1998
13. 5.2005 - 31. 5.2005
31. 5.2004 -  9. 6.2004
10. 6.2000 - 23. 6.2000
25. 6.1998 -  4. 7.1998
 5. 7.2003 - 31. 7.2003
 1. 8.1994 - 18. 8.1994
19. 8.1997 - 31. 8.1997
31. 8.2000 -  9. 9.2000
11. 9.2006 - 20. 9.2006
20. 9.2000 - 29. 9.2000
 1.10.1997 - 13.10.1997
14.10.1999 - 31.10.1999
 1.11.2005 - 21.11.2005
22.11.1997 -  1.12.1997
 2.12.2003 - 12.12.2003
13.12.1995 - 25.12.1995
26.12.2001 - 31.12.2001
