#1									
double wetter(8760, 20)		
  3.6000000e+003	  5.0000000e+000	  1.0000000e+000	  1.0000000e+000	  1.0000000e+000	  1.0000000e+000	  8.0000000e+000	  7.0000000e+001	  2.5000000e+000	  2.4000000e+000	  9.8570000e+002	  3.8000000e+000	  8.3000000e+001	  2.4000000e+001	  0.0000000e+000	  0.0000000e+000	  9.0000000e+000	  2.8200000e+002	 -3.1400000e+002	  9.0000000e+000	
  7.2000000e+003	  5.0000000e+000	  1.0000000e+000	  1.0000000e+000	  1.0000000e+000	  2.0000000e+000	  8.0000000e+000	  6.0000000e+001	  2.4000000e+000	  1.3000000e+000	  9.8380000e+002	  3.8000000e+000	  8.9000000e+001	  2.4000000e+001	  0.0000000e+000	  0.0000000e+000	  9.0000000e+000	  3.0200000e+002	 -3.1600000e+002	  9.0000000e+000	
  1.0800000e+004	  5.0000000e+000	  1.0000000e+000	  1.0000000e+000	  1.0000000e+000	  3.0000000e+000	  9.0000000e+000	  4.0000000e+001	  2.6000000e+000	  4.0000000e-001	  9.8250000e+002	  3.7000000e+000	  9.3000000e+001	  4.7000000e+001	  0.0000000e+000	  0.0000000e+000	  9.0000000e+000	  3.0000000e+002	 -3.1500000e+002	  9.0000000e+000	
  1.4400000e+004	  5.0000000e+000	  1.0000000e+000	  1.0000000e+000	  1.0000000e+000	  4.0000000e+000	  9.0000000e+000	  6.0000000e+001	  2.7000000e+000	  3.0000000e-001	  9.8260000e+002	  3.7000000e+000	  9.3000000e+001	  4.3000000e+001	  0.0000000e+000	  0.0000000e+000	  9.0000000e+000	  3.0000000e+002	 -3.1400000e+002	  9.0000000e+000	
  1.8000000e+004	  5.0000000e+000	  1.0000000e+000	  1.0000000e+000	  1.0000000e+000	  5.0000000e+000	  8.0000000e+000	  7.0000000e+001	  2.8000000e+000	  3.0000000e-001	  9.8280000e+002	  3.7000000e+000	  9.3000000e+001	  4.5000000e+001	  0.0000000e+000	  0.0000000e+000	  9.0000000e+000	  3.0000000e+002	 -3.1400000e+002	  9.0000000e+000	
  2.1600000e+004	  5.0000000e+000	  1.0000000e+000	  1.0000000e+000	  1.0000000e+000	  6.0000000e+000	  7.0000000e+000	  6.0000000e+001	  2.0000000e+000	  5.0000000e-001	  9.8300000e+002	  3.8000000e+000	  9.5000000e+001	  4.2000000e+001	  0.0000000e+000	  0.0000000e+000	  9.0000000e+000	  2.5500000e+002	 -3.1200000e+002	  9.0000000e+000	
  2.5200000e+004	  5.0000000e+000	  1.0000000e+000	  1.0000000e+000	  1.0000000e+000	  7.0000000e+000	  8.0000000e+000	  8.0000000e+001	  3.0000000e+000	  4.0000000e-001	  9.8310000e+002	  3.8000000e+000	  9.5000000e+001	  2.8000000e+001	  0.0000000e+000	  0.0000000e+000	  9.0000000e+000	  2.8200000e+002	 -3.1400000e+002	  9.0000000e+000	
  2.8800000e+004	  5.0000000e+000	  1.0000000e+000	  1.0000000e+000	  1.0000000e+000	  8.0000000e+000	  8.0000000e+000	  7.0000000e+001	  3.0000000e+000	  4.0000000e-001	  9.8320000e+002	  3.8000000e+000	  9.5000000e+001	  1.0000000e+001	  0.0000000e+000	  0.0000000e+000	  9.0000000e+000	  2.8200000e+002	 -3.1400000e+002	  9.0000000e+000	
  3.2400000e+004	  5.0000000e+000	  1.0000000e+000	  1.0000000e+000	  1.0000000e+000	  9.0000000e+000	  8.0000000e+000	  6.0000000e+001	  3.0000000e+000	  3.0000000e-001	  9.8350000e+002	  3.7000000e+000	  9.4000000e+001	  4.6000000e+001	  0.0000000e+000	  1.0000000e+000	  9.0000000e+000	  2.8100000e+002	 -3.1300000e+002	  9.0000000e+000	
  3.6000000e+004	  5.0000000e+000	  1.0000000e+000	  1.0000000e+000	  1.0000000e+000	  1.0000000e+001	  8.0000000e+000	  6.0000000e+001	  2.0000000e+000	  4.0000000e-001	  9.8390000e+002	  3.8000000e+000	  9.5000000e+001	  4.4000000e+001	  0.0000000e+000	  2.3000000e+001	  9.0000000e+000	  2.8200000e+002	 -3.1400000e+002	  9.0000000e+000	
  3.9600000e+004	  5.0000000e+000	  1.0000000e+000	  1.0000000e+000	  1.0000000e+000	  1.1000000e+001	  7.0000000e+000	  7.0000000e+001	  3.0000000e+000	  6.0000000e-001	  9.8380000e+002	  3.8000000e+000	  9.4000000e+001	  4.4000000e+001	  1.1000000e+001	  7.4000000e+001	  9.0000000e+000	  2.8300000e+002	 -3.1500000e+002	  9.0000000e+000	
  4.3200000e+004	  5.0000000e+000	  1.0000000e+000	  1.0000000e+000	  1.0000000e+000	  1.2000000e+001	  7.0000000e+000	  7.0000000e+001	  2.0000000e+000	  1.1000000e+000	  9.8390000e+002	  4.0000000e+000	  9.6000000e+001	  2.8000000e+001	  1.5000000e+001	  9.4000000e+001	  9.0000000e+000	  2.8600000e+002	 -3.1700000e+002	  9.0000000e+000	
  4.6800000e+004	  5.0000000e+000	  1.0000000e+000	  1.0000000e+000	  1.0000000e+000	  1.3000000e+001	  7.0000000e+000	  5.0000000e+001	  3.0000000e+000	  1.5000000e+000	  9.8350000e+002	  4.1000000e+000	  9.5000000e+001	  1.0000000e+001	  1.6000000e+001	  9.6000000e+001	  9.0000000e+000	  2.7300000e+002	 -3.1900000e+002	  9.0000000e+000	
  5.0400000e+004	  5.0000000e+000	  1.0000000e+000	  1.0000000e+000	  1.0000000e+000	  1.4000000e+001	  7.0000000e+000	  4.0000000e+001	  3.0000000e+000	  2.0000000e+000	  9.8360000e+002	  4.1000000e+000	  9.2000000e+001	  1.0000000e+001	  1.2000000e+001	  7.9000000e+001	  9.0000000e+000	  2.7500000e+002	 -3.2100000e+002	  9.0000000e+000	
  5.4000000e+004	  5.0000000e+000	  1.0000000e+000	  1.0000000e+000	  1.0000000e+000	  1.5000000e+001	  8.0000000e+000	  6.0000000e+001	  3.0000000e+000	  1.5000000e+000	  9.8350000e+002	  4.0000000e+000	  9.3000000e+001	  1.0000000e+001	  0.0000000e+000	  2.7000000e+001	  9.0000000e+000	  2.5600000e+002	 -3.1800000e+002	  9.0000000e+000	
  5.7600000e+004	  5.0000000e+000	  1.0000000e+000	  1.0000000e+000	  1.0000000e+000	  1.6000000e+001	  7.0000000e+000	  6.0000000e+001	  4.0000000e+000	  1.4000000e+000	  9.8350000e+002	  3.9000000e+000	  9.1000000e+001	  1.0000000e+001	  1.0000000e+000	  5.0000000e+000	  9.0000000e+000	  2.5300000e+002	 -3.1700000e+002	  9.0000000e+000	
  6.1200000e+004	  5.0000000e+000	  1.0000000e+000	  1.0000000e+000	  1.0000000e+000	  1.7000000e+001	  8.0000000e+000	  8.0000000e+001	  3.0000000e+000	  1.2000000e+000	  9.8360000e+002	  3.9000000e+000	  9.2000000e+001	  4.7000000e+001	  0.0000000e+000	  0.0000000e+000	  9.0000000e+000	  2.5500000e+002	 -3.1600000e+002	  9.0000000e+000	
  6.4800000e+004	  5.0000000e+000	  1.0000000e+000	  1.0000000e+000	  1.0000000e+000	  1.8000000e+001	  8.0000000e+000	  7.0000000e+001	  2.0000000e+000	  1.1000000e+000	  9.8410000e+002	  3.9000000e+000	  9.3000000e+001	  2.8000000e+001	  0.0000000e+000	  0.0000000e+000	  9.0000000e+000	  2.5300000e+002	 -3.1500000e+002	  9.0000000e+000	
  6.8400000e+004	  5.0000000e+000	  1.0000000e+000	  1.0000000e+000	  1.0000000e+000	  1.9000000e+001	  8.0000000e+000	  6.0000000e+001	  3.0000000e+000	  1.1000000e+000	  9.8460000e+002	  3.9000000e+000	  9.3000000e+001	  2.0000000e+001	  0.0000000e+000	  0.0000000e+000	  9.0000000e+000	  2.7000000e+002	 -3.1600000e+002	  9.0000000e+000	
  7.2000000e+004	  5.0000000e+000	  1.0000000e+000	  1.0000000e+000	  1.0000000e+000	  2.0000000e+001	  8.0000000e+000	  5.0000000e+001	  2.0000000e+000	  1.0000000e+000	  9.8490000e+002	  3.9000000e+000	  9.4000000e+001	  1.0000000e+001	  0.0000000e+000	  0.0000000e+000	  9.0000000e+000	  2.8500000e+002	 -3.1700000e+002	  9.0000000e+000	
  7.5600000e+004	  5.0000000e+000	  1.0000000e+000	  1.0000000e+000	  1.0000000e+000	  2.1000000e+001	  8.0000000e+000	  7.0000000e+001	  4.0000000e+000	  9.0000000e-001	  9.8500000e+002	  3.8000000e+000	  9.3000000e+001	  1.0000000e+001	  0.0000000e+000	  0.0000000e+000	  9.0000000e+000	  2.8400000e+002	 -3.1600000e+002	  9.0000000e+000	
  7.9200000e+004	  5.0000000e+000	  1.0000000e+000	  1.0000000e+000	  1.0000000e+000	  2.2000000e+001	  7.0000000e+000	  7.0000000e+001	  4.0000000e+000	  8.0000000e-001	  9.8500000e+002	  3.7000000e+000	  9.1000000e+001	  1.0000000e+001	  0.0000000e+000	  0.0000000e+000	  9.0000000e+000	  2.8300000e+002	 -3.1500000e+002	  9.0000000e+000	
  8.2800000e+004	  5.0000000e+000	  1.0000000e+000	  1.0000000e+000	  1.0000000e+000	  2.3000000e+001	  7.0000000e+000	  6.0000000e+001	  2.0000000e+000	  8.0000000e-001	  9.8500000e+002	  3.7000000e+000	  9.1000000e+001	  1.0000000e+001	  0.0000000e+000	  0.0000000e+000	  9.0000000e+000	  2.8300000e+002	 -3.1500000e+002	  9.0000000e+000	
  8.6400000e+004	  5.0000000e+000	  1.0000000e+000	  1.0000000e+000	  1.0000000e+000	  2.4000000e+001	  7.0000000e+000	  4.0000000e+001	  2.0000000e+000	  8.0000000e-001	  9.8510000e+002	  3.7000000e+000	  9.1000000e+001	  1.0000000e+001	  0.0000000e+000	  0.0000000e+000	  9.0000000e+000	  2.8300000e+002	 -3.1500000e+002	  9.0000000e+000	
